,Reference area,TIME_PERIOD,OBS_VALUE
3654,Portugal,2002-Q2,6.133333
804,Netherlands,2002-Q2,3.5
2992,Austria,2002-Q2,4.233333
977,United Kingdom,2002-Q2,5.2
2450,Norway,2002-Q2,3.666667
459,United States,2002-Q2,5.833333
2865,Italy,2002-Q2,8.833333
4434,Finland,2002-Q2,9.133333
2144,New Zealand,2002-Q2,5.3
5877,Australia,2002-Q2,6.404686
805,Netherlands,2002-Q3,3.8
460,United States,2002-Q3,5.733333
275,Canada,2002-Q3,7.533333
2451,Norway,2002-Q3,3.566667
2590,Korea,2002-Q3,3.133333
2145,New Zealand,2002-Q3,5.5
632,Denmark,2002-Q3,4.933333
978,United Kingdom,2002-Q3,5.3
3655,Portugal,2002-Q3,6.666667
90,Japan,2002-Q3,5.433333
1321,Sweden,2002-Q3,6.166667
5102,Mexico,2002-Q3,2.857083
2305,Spain,2002-Q3,11.73333
1492,Belgium,2002-Q3,7.5
1662,France,2002-Q3,8.3
2866,Italy,2002-Q3,8.6
4435,Finland,2002-Q3,9.1
5878,Australia,2002-Q3,6.280427
2731,Germany,2002-Q3,8.733334
2993,Austria,2002-Q3,4.4
1832,Ireland,2002-Q3,4.5
1150,Luxembourg,2002-Q3,2.666667
4436,Finland,2002-Q4,9.0
2452,Norway,2002-Q4,3.8
5103,Mexico,2002-Q4,2.841613
461,United States,2002-Q4,5.866667
276,Canada,2002-Q4,7.566667
1493,Belgium,2002-Q4,7.966667
91,Japan,2002-Q4,5.333333
2146,New Zealand,2002-Q4,5.1
633,Denmark,2002-Q4,4.8
2867,Italy,2002-Q4,8.466666
2732,Germany,2002-Q4,9.1
1833,Ireland,2002-Q4,5.233333
806,Netherlands,2002-Q4,4.1
1322,Sweden,2002-Q4,6.3
979,United Kingdom,2002-Q4,5.1
2306,Spain,2002-Q4,11.6
1663,France,2002-Q4,8.4
5879,Australia,2002-Q4,6.157783
2591,Korea,2002-Q4,3.1
2994,Austria,2002-Q4,4.433333
3656,Portugal,2002-Q4,7.433333
1151,Luxembourg,2002-Q4,3.0
4437,Finland,2003-Q1,8.966666
1494,Belgium,2003-Q1,8.1
2453,Norway,2003-Q1,3.966667
807,Netherlands,2003-Q1,5.433333
92,Japan,2003-Q1,5.333333
634,Denmark,2003-Q1,5.0
2147,New Zealand,2003-Q1,5.0
5104,Mexico,2003-Q1,2.998102
2868,Italy,2003-Q1,8.733334
1152,Luxembourg,2003-Q1,3.3
2995,Austria,2003-Q1,4.533333
462,United States,2003-Q1,5.866667
1834,Ireland,2003-Q1,4.833333
2592,Korea,2003-Q1,3.333333
1323,Sweden,2003-Q1,6.366667
1664,France,2003-Q1,8.3
5880,Australia,2003-Q1,6.056242
277,Canada,2003-Q1,7.466667
2307,Spain,2003-Q1,11.66667
980,United Kingdom,2003-Q1,5.2
3657,Portugal,2003-Q1,7.633333
2733,Germany,2003-Q1,9.5
463,United States,2003-Q2,6.133333
1324,Sweden,2003-Q2,6.466667
2996,Austria,2003-Q2,4.8
2148,New Zealand,2003-Q2,4.8
278,Canada,2003-Q2,7.666667
2593,Korea,2003-Q2,3.533333
2869,Italy,2003-Q2,8.466666
4438,Finland,2003-Q2,9.3
1153,Luxembourg,2003-Q2,3.6
93,Japan,2003-Q2,5.433333
1495,Belgium,2003-Q2,8.1
808,Netherlands,2003-Q2,5.8
5105,Mexico,2003-Q2,3.183627
1665,France,2003-Q2,8.5
2454,Norway,2003-Q2,4.233333
635,Denmark,2003-Q2,5.533333
5881,Australia,2003-Q2,6.05117
981,United Kingdom,2003-Q2,4.9
2734,Germany,2003-Q2,9.733334
1835,Ireland,2003-Q2,4.766667
3658,Portugal,2003-Q2,7.933333
2308,Spain,2003-Q2,11.4
2870,Italy,2003-Q3,8.4
1154,Luxembourg,2003-Q3,3.933333
2309,Spain,2003-Q3,11.53333
636,Denmark,2003-Q3,5.433333
1496,Belgium,2003-Q3,8.133333
2997,Austria,2003-Q3,4.8
1836,Ireland,2003-Q3,5.0
4439,Finland,2003-Q3,8.9
982,United Kingdom,2003-Q3,5.0
5106,Mexico,2003-Q3,3.685819
2735,Germany,2003-Q3,9.8
1666,France,2003-Q3,8.433333
2455,Norway,2003-Q3,4.366667
2149,New Zealand,2003-Q3,4.5
1325,Sweden,2003-Q3,6.766667
279,Canada,2003-Q3,7.8
5882,Australia,2003-Q3,5.907149
809,Netherlands,2003-Q3,6.1
2594,Korea,2003-Q3,3.633333
3659,Portugal,2003-Q3,7.833333
464,United States,2003-Q3,6.133333
94,Japan,2003-Q3,5.166667
3660,Portugal,2003-Q4,7.866667
2150,New Zealand,2003-Q4,4.7
5883,Australia,2003-Q4,5.708917
637,Denmark,2003-Q4,5.766667
1326,Sweden,2003-Q4,7.2
810,Netherlands,2003-Q4,6.366667
1667,France,2003-Q4,8.833333
2871,Italy,2003-Q4,8.2
2736,Germany,2003-Q4,9.8
465,United States,2003-Q4,5.833333
2998,Austria,2003-Q4,5.033333
1155,Luxembourg,2003-Q4,4.3
95,Japan,2003-Q4,5.033333
5107,Mexico,2003-Q4,3.735867
4440,Finland,2003-Q4,8.966666
1497,Belgium,2003-Q4,8.366667
983,United Kingdom,2003-Q4,4.9
2456,Norway,2003-Q4,4.333333
2595,Korea,2003-Q4,3.766667
1837,Ireland,2003-Q4,4.766667
2310,Spain,2003-Q4,11.36667
280,Canada,2003-Q4,7.433333
3661,Portugal,2004-Q1,7.566667
5884,Australia,2004-Q1,5.537339
2457,Norway,2004-Q1,4.166667
5108,Mexico,2004-Q1,3.914457
984,United Kingdom,2004-Q1,4.8
1838,Ireland,2004-Q1,5.133333
1498,Belgium,2004-Q1,8.533334
466,United States,2004-Q1,5.7
2311,Spain,2004-Q1,11.2
281,Canada,2004-Q1,7.3
96,Japan,2004-Q1,4.9
811,Netherlands,2004-Q1,6.6
2151,New Zealand,2004-Q1,4.3
1668,France,2004-Q1,8.9
638,Denmark,2004-Q1,5.666667
2737,Germany,2004-Q1,10.06667
2999,Austria,2004-Q1,6.0
4441,Finland,2004-Q1,8.866667
2596,Korea,2004-Q1,3.6
1156,Luxembourg,2004-Q1,4.733333
2872,Italy,2004-Q1,8.2
1327,Sweden,2004-Q1,7.4
1499,Belgium,2004-Q2,7.766667
4442,Finland,2004-Q2,9.2
2738,Germany,2004-Q2,10.3
2873,Italy,2004-Q2,8.033334
2152,New Zealand,2004-Q2,4.2
5885,Australia,2004-Q2,5.435778
2597,Korea,2004-Q2,3.6
467,United States,2004-Q2,5.6
97,Japan,2004-Q2,4.733333
812,Netherlands,2004-Q2,6.933333
985,United Kingdom,2004-Q2,4.8
2312,Spain,2004-Q2,11.2
5109,Mexico,2004-Q2,3.943343
1839,Ireland,2004-Q2,4.666667
1328,Sweden,2004-Q2,7.566667
1669,France,2004-Q2,8.8
2458,Norway,2004-Q2,4.233333
3662,Portugal,2004-Q2,8.066667
282,Canada,2004-Q2,7.166667
639,Denmark,2004-Q2,5.466667
3000,Austria,2004-Q2,5.8
1157,Luxembourg,2004-Q2,5.0
5538,Austria,2004-Q3,5.766667
283,Canada,2004-Q3,7.0
1500,Belgium,2004-Q3,8.866667
3663,Portugal,2004-Q3,8.433333
1329,Sweden,2004-Q3,7.566667
5886,Australia,2004-Q3,5.479475
1670,France,2004-Q3,8.866667
2874,Italy,2004-Q3,7.833333
986,United Kingdom,2004-Q3,4.7
2598,Korea,2004-Q3,3.666667
5577,Ireland,2004-Q3,4.5
2153,New Zealand,2004-Q3,3.9
2459,Norway,2004-Q3,4.366667
640,Denmark,2004-Q3,5.6
1158,Luxembourg,2004-Q3,5.1
468,United States,2004-Q3,5.433333
5110,Mexico,2004-Q3,3.878943
2739,Germany,2004-Q3,10.36667
813,Netherlands,2004-Q3,6.733333
98,Japan,2004-Q3,4.766667
4443,Finland,2004-Q3,8.633333
2313,Spain,2004-Q3,10.96667
1501,Belgium,2004-Q4,8.366667
2875,Italy,2004-Q4,8.033334
3001,Austria,2004-Q4,5.933333
2740,Germany,2004-Q4,10.6
814,Netherlands,2004-Q4,6.866667
99,Japan,2004-Q4,4.533333
1671,France,2004-Q4,8.966666
1159,Luxembourg,2004-Q4,4.933333
5887,Australia,2004-Q4,5.117515
284,Canada,2004-Q4,7.133333
1330,Sweden,2004-Q4,7.533333
1840,Ireland,2004-Q4,4.7
2314,Spain,2004-Q4,10.53333
641,Denmark,2004-Q4,5.333333
2599,Korea,2004-Q4,3.733333
4444,Finland,2004-Q4,8.566667
2460,Norway,2004-Q4,4.4
2154,New Zealand,2004-Q4,3.7
469,United States,2004-Q4,5.433333
987,United Kingdom,2004-Q4,4.7
5265,Mexico,2004-Q4,3.934365
3664,Portugal,2004-Q4,8.566667
285,Canada,2005-Q1,6.933333
3665,Portugal,2005-Q1,8.833333
2876,Italy,2005-Q1,7.9
1502,Belgium,2005-Q1,8.466666
2600,Korea,2005-Q1,3.766667
2315,Spain,2005-Q1,9.9
4445,Finland,2005-Q1,8.7
642,Denmark,2005-Q1,5.233333
2461,Norway,2005-Q1,4.5
5888,Australia,2005-Q1,5.106749
1672,France,2005-Q1,8.633333
815,Netherlands,2005-Q1,7.1
100,Japan,2005-Q1,4.533333
1160,Luxembourg,2005-Q1,4.733333
5974,Mexico,2005-Q1,3.81516
2741,Germany,2005-Q1,10.83333
470,United States,2005-Q1,5.3
1331,Sweden,2005-Q1,7.9
988,United Kingdom,2005-Q1,4.7
2155,New Zealand,2005-Q1,3.9
1841,Ireland,2005-Q1,4.433333
3002,Austria,2005-Q1,5.8
2316,Spain,2005-Q2,9.4
471,United States,2005-Q2,5.1
286,Canada,2005-Q2,6.833333
5975,Mexico,2005-Q2,3.754676
2601,Korea,2005-Q2,3.733333
4446,Finland,2005-Q2,8.433333
1673,France,2005-Q2,8.8
2742,Germany,2005-Q2,11.2
1161,Luxembourg,2005-Q2,4.666667
1332,Sweden,2005-Q2,8.033334
5539,Austria,2005-Q2,6.1
101,Japan,2005-Q2,4.433333
5889,Australia,2005-Q2,5.057162
2877,Italy,2005-Q2,7.8
989,United Kingdom,2005-Q2,4.8
2156,New Zealand,2005-Q2,3.8
2462,Norway,2005-Q2,4.6
1503,Belgium,2005-Q2,8.5
1842,Ireland,2005-Q2,4.866667
643,Denmark,2005-Q2,5.066667
3666,Portugal,2005-Q2,9.133333
816,Netherlands,2005-Q2,7.1
2463,Norway,2005-Q3,4.6
5976,Mexico,2005-Q3,3.548563
1674,France,2005-Q3,9.0
3667,Portugal,2005-Q3,9.5
287,Canada,2005-Q3,6.7
990,United Kingdom,2005-Q3,4.7
2317,Spain,2005-Q3,8.633333
3003,Austria,2005-Q3,6.066667
1162,Luxembourg,2005-Q3,4.533333
1333,Sweden,2005-Q3,7.933333
2743,Germany,2005-Q3,11.16667
2878,Italy,2005-Q3,7.666667
472,United States,2005-Q3,4.966667
5890,Australia,2005-Q3,4.958565
102,Japan,2005-Q3,4.3
1843,Ireland,2005-Q3,4.7
2602,Korea,2005-Q3,3.733333
644,Denmark,2005-Q3,4.733333
817,Netherlands,2005-Q3,6.933333
2157,New Zealand,2005-Q3,3.8
1504,Belgium,2005-Q3,8.5
4447,Finland,2005-Q3,8.133333
2158,New Zealand,2005-Q4,3.7
103,Japan,2005-Q4,4.433333
3668,Portugal,2005-Q4,9.433333
3004,Austria,2005-Q4,6.133333
5977,Mexico,2005-Q4,3.261723
2318,Spain,2005-Q4,8.7
2464,Norway,2005-Q4,4.4
991,United Kingdom,2005-Q4,5.1
1844,Ireland,2005-Q4,4.533333
645,Denmark,2005-Q4,4.166667
818,Netherlands,2005-Q4,6.833333
1163,Luxembourg,2005-Q4,4.633333
1675,France,2005-Q4,9.1
2744,Germany,2005-Q4,10.86667
473,United States,2005-Q4,4.966667
1334,Sweden,2005-Q4,7.8
1505,Belgium,2005-Q4,8.433333
2879,Italy,2005-Q4,7.7
2603,Korea,2005-Q4,3.666667
288,Canada,2005-Q4,6.533333
4448,Finland,2005-Q4,8.233334
5891,Australia,2005-Q4,5.007926
289,Canada,2006-Q1,6.6
1506,Belgium,2006-Q1,8.566667
3669,Portugal,2006-Q1,9.133333
1676,France,2006-Q1,9.166667
646,Denmark,2006-Q1,4.166667
1845,Ireland,2006-Q1,4.7
2745,Germany,2006-Q1,10.53333
1164,Luxembourg,2006-Q1,4.566667
2604,Korea,2006-Q1,3.533333
5978,Mexico,2006-Q1,3.527787
5892,Australia,2006-Q1,5.044225
474,United States,2006-Q1,4.733333
1335,Sweden,2006-Q1,7.566667
2159,New Zealand,2006-Q1,4.1
2319,Spain,2006-Q1,8.733334
4449,Finland,2006-Q1,8.0
3005,Austria,2006-Q1,6.066667
2465,Norway,2006-Q1,4.1
104,Japan,2006-Q1,4.2
2880,Italy,2006-Q1,7.333333
992,United Kingdom,2006-Q1,5.2
819,Netherlands,2006-Q1,6.433333
105,Japan,2006-Q2,4.133333
2160,New Zealand,2006-Q2,3.7
2320,Spain,2006-Q2,8.5
1336,Sweden,2006-Q2,7.433333
5979,Mexico,2006-Q2,3.351706
475,United States,2006-Q2,4.633333
2881,Italy,2006-Q2,6.933333
2466,Norway,2006-Q2,3.833333
290,Canada,2006-Q2,6.333333
1677,France,2006-Q2,8.933333
993,United Kingdom,2006-Q2,5.5
1846,Ireland,2006-Q2,4.733333
1165,Luxembourg,2006-Q2,4.533333
5893,Australia,2006-Q2,4.857341
4450,Finland,2006-Q2,7.766667
1507,Belgium,2006-Q2,8.666667
647,Denmark,2006-Q2,4.1
2746,Germany,2006-Q2,10.2
820,Netherlands,2006-Q2,6.133333
3006,Austria,2006-Q2,5.7
2605,Korea,2006-Q2,3.466667
3670,Portugal,2006-Q2,9.1
2747,Germany,2006-Q3,9.9
648,Denmark,2006-Q3,3.7
3007,Austria,2006-Q3,5.3
4451,Finland,2006-Q3,7.633333
5980,Mexico,2006-Q3,3.703723
2606,Korea,2006-Q3,3.5
1678,France,2006-Q3,8.933333
1847,Ireland,2006-Q3,5.0
1166,Luxembourg,2006-Q3,4.6
994,United Kingdom,2006-Q3,5.5
476,United States,2006-Q3,4.633333
2321,Spain,2006-Q3,8.266666
2882,Italy,2006-Q3,6.666667
2467,Norway,2006-Q3,3.433333
2161,New Zealand,2006-Q3,3.9
3671,Portugal,2006-Q3,9.333333
821,Netherlands,2006-Q3,5.933333
1508,Belgium,2006-Q3,7.9
291,Canada,2006-Q3,6.5
5894,Australia,2006-Q3,4.678329
106,Japan,2006-Q3,4.1
1337,Sweden,2006-Q3,7.0
1509,Belgium,2006-Q4,7.933333
3008,Austria,2006-Q4,5.333333
5895,Australia,2006-Q4,4.515448
1848,Ireland,2006-Q4,4.633333
2883,Italy,2006-Q4,6.533333
2748,Germany,2006-Q4,9.566667
1167,Luxembourg,2006-Q4,4.6
107,Japan,2006-Q4,4.033333
995,United Kingdom,2006-Q4,5.5
5981,Mexico,2006-Q4,3.806935
477,United States,2006-Q4,4.433333
2322,Spain,2006-Q4,8.266666
2607,Korea,2006-Q4,3.5
2162,New Zealand,2006-Q4,3.8
3672,Portugal,2006-Q4,9.7
822,Netherlands,2006-Q4,5.866667
292,Canada,2006-Q4,6.366667
2468,Norway,2006-Q4,2.966667
1338,Sweden,2006-Q4,6.666667
1679,France,2006-Q4,8.366667
649,Denmark,2006-Q4,3.633333
4452,Finland,2006-Q4,7.366667
3009,Austria,2007-Q1,5.233333
2749,Germany,2007-Q1,9.066667
5982,Mexico,2007-Q1,3.954999
2608,Korea,2007-Q1,3.266667
1168,Luxembourg,2007-Q1,4.366667
2163,New Zealand,2007-Q1,3.9
996,United Kingdom,2007-Q1,5.5
650,Denmark,2007-Q1,3.9
3673,Portugal,2007-Q1,9.733334
1510,Belgium,2007-Q1,7.833333
1680,France,2007-Q1,8.466666
1339,Sweden,2007-Q1,6.466667
2469,Norway,2007-Q1,2.866667
478,United States,2007-Q1,4.5
108,Japan,2007-Q1,4.0
823,Netherlands,2007-Q1,5.633333
1849,Ireland,2007-Q1,4.9
2884,Italy,2007-Q1,6.166667
5896,Australia,2007-Q1,4.54921
293,Canada,2007-Q1,6.333333
2323,Spain,2007-Q1,8.2
4453,Finland,2007-Q1,7.166667
651,Denmark,2007-Q2,3.6
997,United Kingdom,2007-Q2,5.4
1340,Sweden,2007-Q2,6.166667
2885,Italy,2007-Q2,6.0
1850,Ireland,2007-Q2,5.0
824,Netherlands,2007-Q2,5.266667
3674,Portugal,2007-Q2,9.766666
2164,New Zealand,2007-Q2,3.6
1681,France,2007-Q2,8.133333
294,Canada,2007-Q2,6.2
2609,Korea,2007-Q2,3.266667
479,United States,2007-Q2,4.5
109,Japan,2007-Q2,3.766667
1169,Luxembourg,2007-Q2,4.133333
4454,Finland,2007-Q2,6.666667
5897,Australia,2007-Q2,4.324918
2750,Germany,2007-Q2,8.6
2470,Norway,2007-Q2,2.6
5983,Mexico,2007-Q2,3.554514
3010,Austria,2007-Q2,5.433333
2324,Spain,2007-Q2,7.966667
1511,Belgium,2007-Q2,8.0
1851,Ireland,2007-Q3,4.9
1170,Luxembourg,2007-Q3,4.033333
1512,Belgium,2007-Q3,7.066667
2165,New Zealand,2007-Q3,3.6
2325,Spain,2007-Q3,8.233334
825,Netherlands,2007-Q3,5.233333
3011,Austria,2007-Q3,5.266667
1341,Sweden,2007-Q3,6.066667
3675,Portugal,2007-Q3,9.566667
2886,Italy,2007-Q3,6.233333
1682,France,2007-Q3,8.0
480,United States,2007-Q3,4.666667
110,Japan,2007-Q3,3.733333
2471,Norway,2007-Q3,2.666667
5898,Australia,2007-Q3,4.255192
998,United Kingdom,2007-Q3,5.3
2751,Germany,2007-Q3,8.433333
652,Denmark,2007-Q3,4.033333
5984,Mexico,2007-Q3,3.630375
4455,Finland,2007-Q3,6.9
2610,Korea,2007-Q3,3.233333
295,Canada,2007-Q3,6.0
2472,Norway,2007-Q4,2.666667
2166,New Zealand,2007-Q4,3.4
1171,Luxembourg,2007-Q4,4.166667
1513,Belgium,2007-Q4,7.066667
826,Netherlands,2007-Q4,5.066667
1342,Sweden,2007-Q4,6.166667
296,Canada,2007-Q4,6.1
3676,Portugal,2007-Q4,9.3
2326,Spain,2007-Q4,8.6
1852,Ireland,2007-Q4,5.233333
481,United States,2007-Q4,4.8
111,Japan,2007-Q4,3.833333
1683,France,2007-Q4,7.5
5985,Mexico,2007-Q4,3.742515
5899,Australia,2007-Q4,4.35379
2752,Germany,2007-Q4,8.2
2887,Italy,2007-Q4,6.4
4456,Finland,2007-Q4,6.633333
2611,Korea,2007-Q4,3.2
653,Denmark,2007-Q4,3.566667
3012,Austria,2007-Q4,4.833333
999,United Kingdom,2007-Q4,5.2
1514,Belgium,2008-Q1,6.9
2612,Korea,2008-Q1,3.0
5900,Australia,2008-Q1,4.086197
112,Japan,2008-Q1,3.9
1000,United Kingdom,2008-Q1,5.2
1343,Sweden,2008-Q1,5.933333
2473,Norway,2008-Q1,2.666667
482,United States,2008-Q1,5.0
3013,Austria,2008-Q1,4.533333
1853,Ireland,2008-Q1,5.366667
297,Canada,2008-Q1,6.133333
2753,Germany,2008-Q1,7.9
827,Netherlands,2008-Q1,4.8
3677,Portugal,2008-Q1,8.966666
5986,Mexico,2008-Q1,3.879133
2888,Italy,2008-Q1,6.566667
1172,Luxembourg,2008-Q1,4.366667
4457,Finland,2008-Q1,6.333333
654,Denmark,2008-Q1,3.433333
2327,Spain,2008-Q1,9.3
1684,France,2008-Q1,7.1
2167,New Zealand,2008-Q1,3.8
1685,France,2008-Q2,7.333333
3014,Austria,2008-Q2,4.1
2474,Norway,2008-Q2,2.766667
2754,Germany,2008-Q2,7.533333
5901,Australia,2008-Q2,4.258538
2328,Spain,2008-Q2,10.4
1344,Sweden,2008-Q2,6.1
5987,Mexico,2008-Q2,3.641308
298,Canada,2008-Q2,6.166667
2613,Korea,2008-Q2,3.133333
655,Denmark,2008-Q2,3.466667
828,Netherlands,2008-Q2,4.8
2168,New Zealand,2008-Q2,3.8
4458,Finland,2008-Q2,6.166667
2889,Italy,2008-Q2,6.866667
1173,Luxembourg,2008-Q2,4.8
3678,Portugal,2008-Q2,9.133333
483,United States,2008-Q2,5.333333
1001,United Kingdom,2008-Q2,5.4
1854,Ireland,2008-Q2,5.933333
113,Japan,2008-Q2,3.966667
1515,Belgium,2008-Q2,6.633333
5902,Australia,2008-Q3,4.184956
829,Netherlands,2008-Q3,4.733333
4459,Finland,2008-Q3,6.4
1002,United Kingdom,2008-Q3,5.9
1174,Luxembourg,2008-Q3,5.066667
2755,Germany,2008-Q3,7.133333
3015,Austria,2008-Q3,4.333333
2890,Italy,2008-Q3,6.733333
2329,Spain,2008-Q3,11.53333
1516,Belgium,2008-Q3,7.5
2169,New Zealand,2008-Q3,4.1
1345,Sweden,2008-Q3,6.266667
114,Japan,2008-Q3,4.0
5988,Mexico,2008-Q3,3.889724
1855,Ireland,2008-Q3,7.366667
2614,Korea,2008-Q3,3.2
1686,France,2008-Q3,7.5
656,Denmark,2008-Q3,3.766667
2475,Norway,2008-Q3,3.0
3679,Portugal,2008-Q3,9.333333
299,Canada,2008-Q3,6.233333
484,United States,2008-Q3,6.0
2330,Spain,2008-Q4,13.83333
1517,Belgium,2008-Q4,6.833333
5989,Mexico,2008-Q4,4.487729
300,Canada,2008-Q4,6.7
1856,Ireland,2008-Q4,8.533334
830,Netherlands,2008-Q4,4.733333
1346,Sweden,2008-Q4,6.8
1003,United Kingdom,2008-Q4,6.4
485,United States,2008-Q4,6.866667
5903,Australia,2008-Q4,4.441004
1687,France,2008-Q4,7.8
1175,Luxembourg,2008-Q4,5.2
657,Denmark,2008-Q4,4.133333
4460,Finland,2008-Q4,6.566667
2615,Korea,2008-Q4,3.366667
115,Japan,2008-Q4,4.066667
2756,Germany,2008-Q4,7.033333
2476,Norway,2008-Q4,3.266667
2891,Italy,2008-Q4,6.966667
3016,Austria,2008-Q4,4.7
3680,Portugal,2008-Q4,9.466666
2170,New Zealand,2008-Q4,4.4
1857,Ireland,2009-Q1,10.86667
5490,Finland,2009-Q1,7.4
831,Netherlands,2009-Q1,4.9
3681,Portugal,2009-Q1,10.26667
486,United States,2009-Q1,8.266666
1347,Sweden,2009-Q1,7.533333
2477,Norway,2009-Q1,3.233333
301,Canada,2009-Q1,8.0
5990,Mexico,2009-Q1,5.027509
5904,Australia,2009-Q1,5.307328
1004,United Kingdom,2009-Q1,7.1
2892,Italy,2009-Q1,7.466667
1518,Belgium,2009-Q1,7.866667
2171,New Zealand,2009-Q1,5.0
2757,Germany,2009-Q1,7.2
1176,Luxembourg,2009-Q1,5.4
116,Japan,2009-Q1,4.566667
2616,Korea,2009-Q1,3.366667
658,Denmark,2009-Q1,5.266667
3017,Austria,2009-Q1,5.133333
2331,Spain,2009-Q1,16.73333
5572,France,2009-Q1,8.566667
1858,Ireland,2009-Q2,12.6
2172,New Zealand,2009-Q2,5.8
2758,Germany,2009-Q2,7.466667
2893,Italy,2009-Q2,7.566667
1177,Luxembourg,2009-Q2,5.3
1688,France,2009-Q2,9.166667
5491,Finland,2009-Q2,8.666667
5905,Australia,2009-Q2,5.729005
1348,Sweden,2009-Q2,8.466666
1519,Belgium,2009-Q2,7.933333
487,United States,2009-Q2,9.3
1005,United Kingdom,2009-Q2,7.8
5991,Mexico,2009-Q2,5.497056
2332,Spain,2009-Q2,17.86667
117,Japan,2009-Q2,5.1
3682,Portugal,2009-Q2,11.03333
2617,Korea,2009-Q2,3.833333
832,Netherlands,2009-Q2,5.233333
302,Canada,2009-Q2,8.633333
659,Denmark,2009-Q2,6.533333
2478,Norway,2009-Q2,3.5
3018,Austria,2009-Q2,5.733333
1178,Luxembourg,2009-Q3,5.066667
5492,Finland,2009-Q3,8.533334
488,United States,2009-Q3,9.633333
2333,Spain,2009-Q3,18.2
3683,Portugal,2009-Q3,11.76667
303,Canada,2009-Q3,8.666667
118,Japan,2009-Q3,5.433333
1859,Ireland,2009-Q3,13.3
2618,Korea,2009-Q3,3.766667
2894,Italy,2009-Q3,8.033334
2479,Norway,2009-Q3,3.433333
3019,Austria,2009-Q3,6.133333
1349,Sweden,2009-Q3,8.766666
2759,Germany,2009-Q3,7.533333
660,Denmark,2009-Q3,6.7
1689,France,2009-Q3,9.2
1520,Belgium,2009-Q3,8.0
5906,Australia,2009-Q3,5.683148
2173,New Zealand,2009-Q3,6.2
833,Netherlands,2009-Q3,5.6
1006,United Kingdom,2009-Q3,7.8
5992,Mexico,2009-Q3,5.861504
1179,Luxembourg,2009-Q4,4.9
1860,Ireland,2009-Q4,13.86667
3020,Austria,2009-Q4,5.766667
5493,Finland,2009-Q4,9.033334
661,Denmark,2009-Q4,7.266667
2895,Italy,2009-Q4,8.366667
1007,United Kingdom,2009-Q4,7.8
5993,Mexico,2009-Q4,5.54469
2334,Spain,2009-Q4,18.73333
2174,New Zealand,2009-Q4,6.6
304,Canada,2009-Q4,8.6
2619,Korea,2009-Q4,3.633333
489,United States,2009-Q4,9.933333
2760,Germany,2009-Q4,7.266667
1690,France,2009-Q4,9.533334
834,Netherlands,2009-Q4,5.933333
3684,Portugal,2009-Q4,11.86667
5907,Australia,2009-Q4,5.557805
119,Japan,2009-Q4,5.2
1350,Sweden,2009-Q4,8.933333
1521,Belgium,2009-Q4,8.166667
2480,Norway,2009-Q4,3.633333
835,Netherlands,2010-Q1,6.2
5994,Mexico,2010-Q1,5.395391
1861,Ireland,2010-Q1,13.8
1351,Sweden,2010-Q1,9.066667
5908,Australia,2010-Q1,5.328965
2481,Norway,2010-Q1,4.033333
305,Canada,2010-Q1,8.366667
2620,Korea,2010-Q1,4.1
662,Denmark,2010-Q1,7.666667
2896,Italy,2010-Q1,8.6
2335,Spain,2010-Q1,19.23333
1522,Belgium,2010-Q1,8.633333
1691,France,2010-Q1,9.4
5494,Finland,2010-Q1,8.966666
3021,Austria,2010-Q1,5.4
490,United States,2010-Q1,9.833333
2761,Germany,2010-Q1,7.0
1008,United Kingdom,2010-Q1,8.0
2175,New Zealand,2010-Q1,5.9
120,Japan,2010-Q1,5.033333
1180,Luxembourg,2010-Q1,4.633333
3685,Portugal,2010-Q1,12.03333
2336,Spain,2010-Q2,19.96667
836,Netherlands,2010-Q2,6.133333
2482,Norway,2010-Q2,4.033333
3686,Portugal,2010-Q2,12.7
306,Canada,2010-Q2,8.133333
663,Denmark,2010-Q2,7.766667
1352,Sweden,2010-Q2,8.9
5995,Mexico,2010-Q2,5.392416
121,Japan,2010-Q2,5.133333
1692,France,2010-Q2,9.266666
2762,Germany,2010-Q2,6.7
2176,New Zealand,2010-Q2,6.6
2897,Italy,2010-Q2,8.666667
1009,United Kingdom,2010-Q2,7.9
5909,Australia,2010-Q2,5.290912
491,United States,2010-Q2,9.633333
5540,Austria,2010-Q2,5.366667
1523,Belgium,2010-Q2,8.466666
2621,Korea,2010-Q2,3.466667
4461,Finland,2010-Q2,8.566667
1862,Ireland,2010-Q2,14.36667
1181,Luxembourg,2010-Q2,4.466667
3687,Portugal,2010-Q3,12.86667
1010,United Kingdom,2010-Q3,7.8
837,Netherlands,2010-Q3,6.1
2177,New Zealand,2010-Q3,6.1
2763,Germany,2010-Q3,6.433333
3022,Austria,2010-Q3,5.166667
5495,Finland,2010-Q3,8.4
1693,France,2010-Q3,9.2
122,Japan,2010-Q3,5.066667
2337,Spain,2010-Q3,20.0
1353,Sweden,2010-Q3,8.633333
664,Denmark,2010-Q3,7.633333
5542,Belgium,2010-Q3,8.5
2898,Italy,2010-Q3,8.366667
1863,Ireland,2010-Q3,14.6
492,United States,2010-Q3,9.466666
5996,Mexico,2010-Q3,5.240958
1182,Luxembourg,2010-Q3,4.433333
5910,Australia,2010-Q3,5.124851
2483,Norway,2010-Q3,3.833333
2622,Korea,2010-Q3,3.666667
307,Canada,2010-Q3,8.2
