,Reference area,TIME_PERIOD,CPI inflation,RGDP growth,Unemp rate,Forecasts
368,Spain,2017-Q1,2.743456660206389,0.708021671,18.2,18.73333
369,Spain,2017-Q2,1.997538981976632,1.04589463,17.36667,18.2
370,Spain,2017-Q3,1.653770901596796,0.631405231,16.76667,17.36667
371,Spain,2017-Q4,1.4485773306579963,0.60907612,16.66667,16.76667
372,Spain,2018-Q1,0.9536573029759854,0.42739083,16.16667,16.66667
373,Spain,2018-Q2,1.801662030277118,0.652154154,15.46667,16.16667
374,Spain,2018-Q3,2.231421269205347,0.55827004,14.83333,15.46667
375,Spain,2018-Q4,1.709735980340077,0.585318606,14.56667,14.83333
376,Spain,2019-Q1,1.1359313539015536,0.613160471,14.23333,14.56667
377,Spain,2019-Q2,0.9176833944061212,0.288390842,14.23333,14.23333
378,Spain,2019-Q3,0.3123543078543234,0.191497026,14.1,14.23333
379,Spain,2019-Q4,0.4409575953750355,0.570554469,13.9,14.1
380,Sweden,2015-Q1,0.0106871485282766,1.224790268,7.866667,7.933333
381,Sweden,2015-Q2,-0.2025393710210044,2.484241723,7.733333,7.866667
382,Sweden,2015-Q3,-0.0606462674070718,-0.087121784,7.233333,7.733333
383,Sweden,2015-Q4,0.0658883850756852,1.005657306,7.2,7.233333
384,Sweden,2016-Q1,0.651144029808437,-0.51602806,7.233333,7.2
385,Sweden,2016-Q2,0.8141999346481521,1.079188548,7.0,7.233333
386,Sweden,2016-Q3,1.0337115944651254,0.262399047,6.966667,7.0
387,Sweden,2016-Q4,1.435919844685607,0.561611154,7.033333,6.966667
388,Sweden,2017-Q1,1.478287742244189,0.838364389,6.833333,7.033333
389,Sweden,2017-Q2,1.7778042095977442,0.223630011,6.833333,6.833333
390,Sweden,2017-Q3,2.154719038529862,0.317914146,6.8,6.833333
391,Sweden,2017-Q4,1.7650408607057688,0.612343037,6.733333,6.8
392,Sweden,2018-Q1,1.6960574645684678,0.503264555,6.3,6.733333
393,Sweden,2018-Q2,1.8989677850375088,0.578508577,6.366667,6.3
394,Sweden,2018-Q3,2.123702652569981,-0.179340363,6.533333,6.366667
395,Sweden,2018-Q4,2.091151674941249,1.335026996,6.633333,6.533333
396,Sweden,2019-Q1,1.8733324703877676,0.292178978,6.866667,6.633333
397,Sweden,2019-Q2,2.0282513953666204,1.296205124,6.533333,6.866667
398,Sweden,2019-Q3,1.517470976553592,-0.288312739,7.133333,6.533333
399,Sweden,2019-Q4,1.7210530800034096,1.714925972,7.133333,7.133333
400,United Kingdom,2015-Q1,0.4040404040404066,0.303654985,5.5,5.7
401,United Kingdom,2015-Q2,0.3009027081243731,0.456550248,5.6,5.5
402,United Kingdom,2015-Q3,0.4008016032064132,0.387741019,5.3,5.6
403,United Kingdom,2015-Q4,0.4000000000000003,0.599259538,5.1,5.3
404,United Kingdom,2016-Q1,0.7042253521126751,0.503402104,5.1,5.1
405,United Kingdom,2016-Q2,0.8000000000000007,0.735563487,4.9,5.1
406,United Kingdom,2016-Q3,0.9980039920159722,0.441482173,4.8,4.9
407,United Kingdom,2016-Q4,1.4940239043824688,0.618994841,4.7,4.8
408,United Kingdom,2017-Q1,2.19780219780219,0.953971766,4.6,4.7
409,United Kingdom,2017-Q2,2.5793650793650924,0.853123059,4.4,4.6
410,United Kingdom,2017-Q3,2.667984189723316,0.676756016,4.3,4.4
411,United Kingdom,2017-Q4,2.747791952894985,0.750541521,4.4,4.3
412,United Kingdom,2018-Q1,2.4437927663734094,0.078511925,4.2,4.4
413,United Kingdom,2018-Q2,2.321083172146987,0.21756284,4.0,4.2
414,United Kingdom,2018-Q3,2.3099133782483072,0.317064438,4.1,4.0
415,United Kingdom,2018-Q4,2.1012416427889318,0.129751899,4.0,4.1
416,United Kingdom,2019-Q1,1.8129770992366456,0.503836163,3.8,4.0
417,United Kingdom,2019-Q2,1.8903591682419616,0.213237239,3.9,3.8
418,United Kingdom,2019-Q3,1.7873941674506175,0.550627929,3.9,3.9
419,United Kingdom,2019-Q4,1.4031805425631427,0.005965279,3.7,3.9
420,United States,2015-Q1,-0.0626944071263402,0.900484978,5.533333,5.7
421,United States,2015-Q2,-0.0382781224580908,0.619405087,5.433333,5.533333
422,United States,2015-Q3,0.1095253172749277,0.400245061,5.1,5.433333
423,United States,2015-Q4,0.4662308594059361,0.184479126,5.033333,5.1
424,United States,2016-Q1,1.080239437802355,0.579519406,4.9,5.033333
425,United States,2016-Q2,1.0470682090147454,0.321124068,4.933333,4.9
426,United States,2016-Q3,1.1176268158824998,0.709390255,4.9,4.933333
427,United States,2016-Q4,1.8006595991052254,0.554299113,4.766667,4.9
428,United States,2017-Q1,2.5393437025114984,0.48689021,4.566667,4.766667
429,United States,2017-Q2,1.9020033553735385,0.559872562,4.366667,4.566667
430,United States,2017-Q3,1.9669096492375584,0.788524131,4.333333,4.366667
431,United States,2017-Q4,2.1175071201863904,1.127046627,4.166667,4.333333
432,United States,2018-Q1,2.2142355677897907,0.813409802,4.033333,4.166667
433,United States,2018-Q2,2.711866376517702,0.530825141,3.933333,4.033333
434,United States,2018-Q3,2.64096123349038,0.623697425,3.766667,3.933333
435,United States,2018-Q4,2.20315037817993,0.141644219,3.833333,3.766667
436,United States,2019-Q1,1.644897597575001,0.624318082,3.866667,3.833333
437,United States,2019-Q2,1.811375904580048,0.835145841,3.633333,3.866667
438,United States,2019-Q3,1.7575367982211263,1.170001857,3.6,3.633333
439,United States,2019-Q4,2.0329423358666388,0.68187787,3.6,3.6
